"30세∼34세",34세,2009,1034,975,531,297,234,97,54,43,864,435,429,467,222,245,50,26,24
"35세∼39세",소계,11849,5818,6031,2709,1412,1297,465,275,190,5762,2717,3045,2647,1274,1373,266,140,126
"35세∼39세",35세,2242,1098,1144,569,307,262,102,59,43,998,445,553,523,257,266,50,30,20
"35세∼39세",36세,2165,1044,1121,525,280,245,78,49,29,1013,467,546,500,221,279,49,27,22
"35세∼39세",37세,2278,1098,1180,479,230,249,114,69,45,1098,529,569,529,245,284,58,25,33
"35세∼39세",38세,2493,1243,1250,529,300,229,78,46,32,1307,614,693,528,252,276,51,31,20
"35세∼39세",39세,2671,1335,1336,607,295,312,93,52,41,1346,662,684,567,299,268,58,27,31
"40세∼44세",소계,17800,8915,8885,3700,1901,1799,552,344,208,10020,4842,5178,3098,1601,1497,430,227,203
"40세∼44세",40세,3114,1531,1583,647,333,314,103,60,43,1669,779,890,619,318,301,76,41,35
"40세∼44세",41세,3430,1728,1702,669,346,323,113,69,44,1910,915,995,656,354,302,82,44,38
"40세∼44세",42세,3696,1864,1832,744,399,345,123,76,47,2089,1008,1081,655,343,312,85,38,47
"40세∼44세",43세,3877,1894,1983,829,402,427,96,66,30,2247,1072,1175,613,300,313,92,54,38
"40세∼44세",44세,3683,1898,1785,811,421,390,117,73,44,2105,1068,1037,555,286,269,95,50,45
"45세∼49세",소계,15615,7996,7619,3681,1838,1843,502,305,197,8927,4564,4363,2089,1045,1044,416,244,172
"45세∼49세",45세,3106,1586,1520,679,367,312,109,79,30,1809,899,910,461,216,245,48,25,23
"45세∼49세",46세,3284,1671,1613,750,352,398,96,54,42,1934,997,937,415,215,200,89,53,36
"45세∼49세",47세,2970,1523,1447,673,324,349,82,47,35,1716,893,823,415,206,209,84,53,31
"45세∼49세",48세,3035,1548,1487,748,373,375,105,61,44,1713,861,852,387,203,184,82,50,32
"45세∼49세",49세,3220,1668,1552,831,422,409,110,64,46,1755,914,841,411,205,206,113,63,50
"50세∼54세",소계,14845,7728,7117,4793,2360,2433,710,413,297,6556,3538,3018,2177,1080,1097,609,337,272
"50세∼54세",50세,3057,1559,1498,906,453,453,99,53,46,1538,793,745,394,189,205,120,71,49
"50세∼54세",51세,3083,1607,1476,928,450,478,134,73,61,1470,813,657,428,211,217,123,60,63
"50세∼54세",52세,3127,1648,1479,1011,504,507,154,89,65,1359,738,621,478,244,234,125,73,52
"50세∼54세",53세,2859,1493,1366,970,465,505,164,99,65,1162,650,512,449,220,229,114,59,55
"50세∼54세",54세,2719,1421,1298,978,488,490,159,99,60,1027,544,483,428,216,212,127,74,53
"55세∼59세",소계,12020,6081,5939,4549,2287,2262,870,498,372,3848,1979,1869,2058,979,1079,695,338,357
"55세∼59세",55세,2648,1310,1338,967,473,494,182,95,87,931,473,458,412,195,217,156,74,82
"55세∼59세",56세,2510,1246,1264,932,452,480,168,87,81,852,445,407,428,200,228,130,62,68
"55세∼59세",57세,2357,1260,1097,877,472,405,161,88,73,747,413,334,425,211,214,147,76,71
"55세∼59세",58세,2220,1097,1123,855,415,440,169,98,71,679,331,348,397,193,204,120,60,60
"55세∼59세",59세,2285,1168,1117,918,475,443,190,130,60,639,317,322,396,180,216,142,66,76
"60세∼64세",소계,12390,5917,6473,4726,2243,2483,888,461,427,3676,1699,1977,2202,1080,1122,898,434,464
"60세∼64세",60세,2199,1096,1103,804,393,411,163,92,71,661,326,335,423,208,215,148,77,71
"60세∼64세",61세,2501,1231,1270,988,473,515,152,80,72,723,360,363,457,233,224,181,85,96
"60세∼64세",62세,2488,1158,1330,956,450,506,173,77,96,741,331,410,428,199,229,190,101,89
"60세∼64세",63세,2647,1256,1391,994,466,528,203,108,95,778,348,430,476,245,231,196,89,107
"60세∼64세",64세,2555,1176,1379,984,461,523,197,104,93,773,334,439,418,195,223,183,82,101
"65세∼69세",소계,11392,5250,6142,4142,1906,2236,917,457,460,3615,1539,2076,1777,889,888,941,459,482
"65세∼69세",65세,2352,1076,1276,847,404,443,202,100,102,746,315,431,360,167,193,197,90,107
"65세∼69세",66세,2471,1125,1346,928,408,520,204,104,100,734,314,420,407,208,199,198,91,107
"65세∼69세",67세,2175,982,1193,803,356,447,154,85,69,679,280,399,363,175,188,176,86,90
"65세∼69세",68세,2394,1099,1295,855,394,461,193,90,103,780,322,458,365,192,173,201,101,100
"65세∼69세",69세,2000,968,1032,709,344,365,164,78,86,676,308,368,282,147,135,169,91,78
"70세∼74세",소계,8145,3692,4453,2978,1311,1667,597,297,300,2707,1209,1498,1098,504,594,765,371,394
"70세∼74세",70세,1810,766,1044,667,296,371,135,67,68,589,222,367,255,109,146,164,72,92
"70세∼74세",71세,1879,840,1039,681,296,385,158,78,80,628,273,355,240,111,129,172,82,90
"70세∼74세",72세,1533,733,800,556,261,295,93,47,46,519,251,268,223,105,118,142,69,73
"70세∼74세",73세,1469,686,783,541,224,317,101,54,47,495,244,251,193,92,101,139,72,67
"70세∼74세",74세,1454,667,787,533,234,299,110,51,59,476,219,257,187,87,100,148,76,72
"75세∼79세",소계,6112,2749,3363,2441,1023,1418,450,228,222,1929,862,1067,802,382,420,490,254,236
"75세∼79세",75세,1475,675,800,594,243,351,108,54,54,446,216,230,210,107,103,117,55,62
"75세∼79세",76세,1470,671,799,586,251,335,102,55,47,463,206,257,196,91,105,123,68,55
"75세∼79세",77세,1154,512,642,454,197,257,81,43,38,381,160,221,160,71,89,78,41,37
"75세∼79세",78세,947,417,530,364,153,211,77,39,38,308,130,178,103,47,56,95,48,47
"75세∼79세",79세,1066,474,592,443,179,264,82,37,45,331,150,181,133,66,67,77,42,35
"80세∼84세",소계,4240,1665,2575,1809,678,1131,363,145,218,1152,489,663,529,199,330,387,154,233
"80세∼84세",80세,954,412,542,386,148,238,88,39,49,265,122,143,128,57,71,87,46,41
"80세∼84세",81세,1055,423,632,450,171,279,84,41,43,285,129,156,148,55,93,88,27,61
"80세∼84세",82세,773,296,477,336,126,210,64,28,36,222,86,136,85,28,57,66,28,38
"80세∼84세",83세,738,285,453,315,117,198,66,20,46,192,87,105,92,35,57,73,26,47
"80세∼84세",84세,720,249,471,322,116,206,61,17,44,188,65,123,76,24,52,73,27,46
"85세∼89세",소계,2117,651,1466,903,278,625,224,59,165,535,173,362,271,78,193,184,63,121
"85세∼89세",85세,582,194,388,241,85,156,69,16,53,156,49,107,59,18,41,57,26,31
"85세∼89세",86세,441,139,302,192,55,137,37,14,23,113,34,79,58,21,37,41,15,26
"85세∼89세",87세,434,144,290,177,60,117,49,12,37,109,40,69,62,21,41,37,11,26
"85세∼89세",88세,371,99,272,173,49,124,37,6,31,80,24,56,48,11,37,33,9,24
"85세∼89세",89세,289,75,214,120,29,91,32,11,21,77,26,51,44,7,37,16,2,14
"90세∼94세",소계,728,175,553,283,72,211,78,19,59,198,43,155,106,22,84,63,19,44
"90세∼94세",90세,226,58,168,94,24,70,19,6,13,57,13,44,35,7,28,21,8,13
"90세∼94세",91세,192,46,146,71,25,46,26,4,22,48,11,37,31,5,26,16,1,15
"90세∼94세",92세,150,41,109,60,16,44,15,4,11,45,9,36,17,5,12,13,7,6
"90세∼94세",93세,106,21,85,37,6,31,16,5,11,32,6,26,14,2,12,7,2,5
"90세∼94세",94세,54,9,45,21,1,20,2,0,2,16,4,12,9,3,6,6,1,5
"95세∼99세",소계,180,24,156,74,9,65,17,2,15,46,5,41,29,6,23,14,2,12
"95세∼99세",95세,56,11,45,15,4,11,4,1,3,13,1,12,15,3,12,9,2,7
"95세∼99세",96세,43,5,38,19,1,18,3,0,3,16,3,13,2,1,1,3,0,3
"95세∼99세",97세,39,4,35,22,3,19,3,0,3,9,0,9,5,1,4,0,0,0
"95세∼99세",98세,27,2,25,10,0,10,5,1,4,7,1,6,5,0,5,0,0,0
"95세∼99세",99세,15,2,13,8,1,7,2,0,2,1,0,1,2,1,1,2,0,2
"100세 이상",소계,31,2,29,12,0,12,4,0,4,6,1,5,5,1,4,4,0,4
"0~14세",소계,26256,13457,12799,4589,2396,2193,580,297,283,15748,8085,7663,4844,2440,2404,495,239,256
"15~64세",소계,119528,60871,58657,34921,17793,17128,5616,3286,2330,54436,27390,27046,20215,10086,10129,4340,2316,2024
"65세 이상",소계,32945,14208,18737,12642,5277,7365,2650,1207,1443,10188,4321,5867,4617,2081,2536,2848,1322,1526
