"10세∼14세",14세,185,79,106,4,2,2,9,4,5,33,11,22,57,23,34,19,8,11,2,1,1,2,2,0,25,14,11,34,14,20
"15세∼19세",소계,1039,522,517,43,28,15,48,20,28,218,94,124,297,149,148,90,51,39,23,9,14,14,6,8,87,42,45,219,123,96
"15세∼19세",15세,168,85,83,5,3,2,8,4,4,31,14,17,41,22,19,10,6,4,6,2,4,5,0,5,17,7,10,45,27,18
"15세∼19세",16세,185,98,87,3,3,0,9,3,6,36,21,15,58,25,33,16,7,9,4,2,2,3,3,0,16,8,8,40,26,14
"15세∼19세",17세,181,83,98,6,3,3,6,3,3,40,12,28,54,26,28,22,13,9,4,1,3,1,1,0,11,6,5,37,18,19
"15세∼19세",18세,244,126,118,8,6,2,9,2,7,61,24,37,74,44,30,24,12,12,2,0,2,3,1,2,21,11,10,42,26,16
"15세∼19세",19세,261,130,131,21,13,8,16,8,8,50,23,27,70,32,38,18,13,5,7,4,3,2,1,1,22,10,12,55,26,29
"20세∼24세",소계,2455,1128,1327,290,91,199,110,53,57,387,178,209,743,343,400,222,105,117,41,28,13,22,11,11,296,137,159,344,182,162
"20세∼24세",20세,351,169,182,25,9,16,22,8,14,59,31,28,113,47,66,31,14,17,3,3,0,2,1,1,39,20,19,57,36,21
"20세∼24세",21세,435,200,235,39,10,29,23,14,9,64,29,35,150,69,81,33,19,14,4,3,1,5,2,3,53,24,29,64,30,34
"20세∼24세",22세,484,220,264,46,12,34,21,11,10,59,27,32,169,78,91,43,19,24,11,6,5,3,1,2,53,17,36,79,49,30
"20세∼24세",23세,546,243,303,67,20,47,25,13,12,100,47,53,144,62,82,55,20,35,9,5,4,7,5,2,64,33,31,75,38,37
"20세∼24세",24세,639,296,343,113,40,73,19,7,12,105,44,61,167,87,80,60,33,27,14,11,3,5,2,3,87,43,44,69,29,40
"25세∼29세",소계,3384,1708,1676,550,236,314,181,105,76,539,266,273,767,401,366,331,161,170,51,25,26,33,21,12,540,279,261,392,214,178
"25세∼29세",25세,669,303,366,104,33,71,29,15,14,107,45,62,156,77,79,73,33,40,9,3,6,1,0,1,102,48,54,88,49,39
"25세∼29세",26세,665,339,326,96,36,60,31,17,14,106,57,49,155,81,74,59,30,29,12,6,6,10,7,3,112,63,49,84,42,42
"25세∼29세",27세,648,331,317,117,49,68,31,22,9,99,50,49,143,78,65,59,29,30,13,5,8,10,7,3,111,56,55,65,35,30
"25세∼29세",28세,709,360,349,120,56,64,50,27,23,113,59,54,163,81,82,68,29,39,8,6,2,5,3,2,99,53,46,83,46,37
"25세∼29세",29세,693,375,318,113,62,51,40,24,16,114,55,59,150,84,66,72,40,32,9,5,4,7,4,3,116,59,57,72,42,30
"30세∼34세",소계,2444,1324,1120,422,197,225,106,58,48,360,191,169,609,325,284,221,129,92,41,23,18,36,23,13,356,211,145,293,167,126
"30세∼34세",30세,621,333,288,124,53,71,34,19,15,80,47,33,146,74,72,50,27,23,14,7,7,9,5,4,98,61,37,66,40,26
"30세∼34세",31세,494,270,224,102,50,52,17,10,7,61,28,33,125,66,59,46,28,18,5,3,2,8,7,1,65,39,26,65,39,26
"30세∼34세",32세,493,264,229,69,35,34,25,12,13,77,36,41,136,80,56,44,28,16,6,3,3,6,1,5,73,41,32,57,28,29
"30세∼34세",33세,441,247,194,62,27,35,15,7,8,76,43,33,96,53,43,43,28,15,8,4,4,6,4,2,75,47,28,60,34,26
"30세∼34세",34세,395,210,185,65,32,33,15,10,5,66,37,29,106,52,54,38,18,20,8,6,2,7,6,1,45,23,22,45,26,19
"35세∼39세",소계,2033,1087,946,210,108,102,125,73,52,277,145,132,501,251,250,237,129,108,50,25,25,29,17,12,294,171,123,310,168,142
"35세∼39세",35세,347,188,159,39,19,20,19,12,7,54,36,18,94,45,49,38,22,16,6,3,3,6,4,2,42,22,20,49,25,24
"35세∼39세",36세,419,220,199,48,21,27,26,14,12,49,24,25,101,52,49,54,32,22,13,6,7,5,3,2,56,33,23,67,35,32
"35세∼39세",37세,371,192,179,42,23,19,24,12,12,49,23,26,96,44,52,41,22,19,5,3,2,5,1,4,54,31,23,55,33,22
"35세∼39세",38세,427,225,202,37,21,16,29,17,12,59,31,28,98,46,52,51,25,26,10,5,5,8,5,3,70,43,27,65,32,33
"35세∼39세",39세,469,262,207,44,24,20,27,18,9,66,31,35,112,64,48,53,28,25,16,8,8,5,4,1,72,42,30,74,43,31
"40세∼44세",소계,2312,1268,1044,171,99,72,136,77,59,365,187,178,628,348,280,258,138,120,54,30,24,43,22,21,260,157,103,397,210,187
"40세∼44세",40세,469,271,198,37,27,10,25,16,9,69,36,33,128,70,58,56,30,26,9,6,3,11,4,7,57,40,17,77,42,35
"40세∼44세",41세,530,289,241,37,21,16,28,17,11,89,47,42,149,77,72,55,28,27,13,7,6,12,8,4,59,34,25,88,50,38
"40세∼44세",42세,442,229,213,44,20,24,31,15,16,64,31,33,118,67,51,52,30,22,9,2,7,5,3,2,42,22,20,77,39,38
"40세∼44세",43세,425,249,176,29,17,12,25,16,9,64,34,30,109,64,45,51,28,23,14,10,4,8,4,4,53,34,19,72,42,30
"40세∼44세",44세,446,230,216,24,14,10,27,13,14,79,39,40,124,70,54,44,22,22,9,5,4,7,3,4,49,27,22,83,37,46
"45세∼49세",소계,2806,1540,1266,169,95,74,175,101,74,476,252,224,750,403,347,288,161,127,49,23,26,52,35,17,370,215,155,477,255,222
"45세∼49세",45세,429,223,206,26,13,13,26,14,12,88,45,43,116,57,59,43,24,19,5,3,2,2,1,1,46,26,20,77,40,37
"45세∼49세",46세,531,311,220,29,16,13,38,25,13,89,49,40,135,75,60,54,30,24,10,6,4,7,5,2,90,58,32,79,47,32
"45세∼49세",47세,560,287,273,30,16,14,26,14,12,97,45,52,154,83,71,55,27,28,11,6,5,16,14,2,67,33,34,104,49,55
"45세∼49세",48세,637,355,282,46,27,19,40,20,20,105,62,43,160,85,75,69,41,28,11,5,6,17,10,7,76,44,32,113,61,52
"45세∼49세",49세,649,364,285,38,23,15,45,28,17,97,51,46,185,103,82,67,39,28,12,3,9,10,5,5,91,54,37,104,58,46
"50세∼54세",소계,3376,1734,1642,192,103,89,223,115,108,509,238,271,882,453,429,383,200,183,88,53,35,102,74,28,357,183,174,640,315,325
"50세∼54세",50세,635,330,305,32,19,13,39,26,13,94,44,50,180,84,96,69,35,34,13,8,5,24,14,10,61,35,26,123,65,58
"50세∼54세",51세,664,331,333,43,25,18,47,20,27,106,46,60,169,89,80,75,43,32,23,14,9,21,15,6,66,31,35,114,48,66
"50세∼54세",52세,722,398,324,34,19,15,39,22,17,117,57,60,183,103,80,83,44,39,25,18,7,17,13,4,71,35,36,153,87,66
"50세∼54세",53세,718,358,360,46,26,20,50,28,22,102,48,54,190,92,98,89,43,46,11,5,6,19,16,3,79,37,42,132,63,69
"50세∼54세",54세,637,317,320,37,14,23,48,19,29,90,43,47,160,85,75,67,35,32,16,8,8,21,16,5,80,45,35,118,52,66
"55세∼59세",소계,3346,1683,1663,173,94,79,246,131,115,502,245,257,896,436,460,381,172,209,84,39,45,98,64,34,341,185,156,625,317,308
"55세∼59세",55세,632,324,308,39,20,19,36,21,15,90,50,40,164,73,91,78,33,45,10,5,5,24,14,10,82,48,34,109,60,49
"55세∼59세",56세,648,314,334,31,17,14,47,18,29,104,46,58,176,80,96,71,31,40,21,12,9,14,7,7,65,38,27,119,65,54
"55세∼59세",57세,593,304,289,25,15,10,50,22,28,91,47,44,172,96,76,53,28,25,19,9,10,9,7,2,47,21,26,127,59,68
"55세∼59세",58세,689,361,328,42,24,18,55,38,17,97,46,51,181,92,89,77,36,41,14,4,10,22,17,5,70,36,34,131,68,63
"55세∼59세",59세,784,380,404,36,18,18,58,32,26,120,56,64,203,95,108,102,44,58,20,9,11,29,19,10,77,42,35,139,65,74
"60세∼64세",소계,4173,1991,2182,201,108,93,305,159,146,680,322,358,1079,512,567,518,221,297,125,67,58,145,85,60,383,176,207,737,341,396
"60세∼64세",60세,815,389,426,40,22,18,73,39,34,148,62,86,204,101,103,95,37,58,22,12,10,31,19,12,65,31,34,137,66,71
"60세∼64세",61세,843,392,451,40,22,18,58,39,19,128,65,63,222,104,118,102,40,62,23,11,12,30,19,11,74,29,45,166,63,103
"60세∼64세",62세,822,416,406,33,18,15,57,29,28,126,62,64,204,110,94,110,54,56,26,18,8,36,19,17,78,34,44,152,72,80
"60세∼64세",63세,834,387,447,44,23,21,50,24,26,140,71,69,227,97,130,103,39,64,29,14,15,20,11,9,85,41,44,136,67,69
"60세∼64세",64세,859,407,452,44,23,21,67,28,39,138,62,76,222,100,122,108,51,57,25,12,13,28,17,11,81,41,40,146,73,73
"65세∼69세",소계,3745,1779,1966,177,93,84,257,124,133,509,240,269,964,440,524,487,222,265,123,63,60,124,73,51,396,207,189,708,317,391
"65세∼69세",65세,770,359,411,36,16,20,41,20,21,99,48,51,206,92,114,108,52,56,19,7,12,38,22,16,87,45,42,136,57,79
"65세∼69세",66세,909,426,483,43,23,20,70,33,37,123,56,67,234,106,128,118,52,66,31,17,14,23,13,10,96,51,45,171,75,96
"65세∼69세",67세,724,368,356,31,17,14,43,22,21,104,51,53,192,89,103,94,51,43,22,12,10,15,9,6,80,44,36,143,73,70
"65세∼69세",68세,646,302,344,31,19,12,49,23,26,90,39,51,149,71,78,94,38,56,28,18,10,28,19,9,60,31,29,117,44,73
"65세∼69세",69세,696,324,372,36,18,18,54,26,28,93,46,47,183,82,101,73,29,44,23,9,14,20,10,10,73,36,37,141,68,73
"70세∼74세",소계,2789,1203,1586,111,57,54,242,119,123,398,146,252,680,289,391,355,157,198,75,32,43,86,43,43,292,131,161,550,229,321
"70세∼74세",70세,552,236,316,24,13,11,58,30,28,78,23,55,130,58,72,67,33,34,15,8,7,15,7,8,62,22,40,103,42,61
"70세∼74세",71세,582,260,322,25,13,12,51,20,31,74,35,39,143,58,85,89,40,49,20,8,12,11,8,3,60,32,28,109,46,63
"70세∼74세",72세,578,240,338,26,9,17,51,24,27,85,31,54,158,66,92,59,24,35,11,4,7,16,9,7,64,27,37,108,46,62
"70세∼74세",73세,563,242,321,16,9,7,42,22,20,96,36,60,116,54,62,69,29,40,13,5,8,26,11,15,54,26,28,131,50,81
"70세∼74세",74세,514,225,289,20,13,7,40,23,17,65,21,44,133,53,80,71,31,40,16,7,9,18,8,10,52,24,28,99,45,54
"75세∼79세",소계,2173,926,1247,71,31,40,187,86,101,351,144,207,535,227,308,257,108,149,50,25,25,56,27,29,216,91,125,450,187,263
"75세∼79세",75세,461,198,263,11,6,5,33,19,14,76,22,54,129,59,70,51,22,29,13,8,5,15,8,7,43,16,27,90,38,52
"75세∼79세",76세,393,179,214,21,9,12,39,16,23,61,31,30,81,36,45,44,26,18,8,1,7,8,6,2,43,22,21,88,32,56
"75세∼79세",77세,432,177,255,16,8,8,41,21,20,59,19,40,99,39,60,51,20,31,13,6,7,13,4,9,44,19,25,96,41,55
"75세∼79세",78세,403,184,219,8,2,6,33,16,17,71,36,35,94,44,50,58,21,37,10,7,3,11,5,6,32,17,15,86,36,50
"75세∼79세",79세,484,188,296,15,6,9,41,14,27,84,36,48,132,49,83,53,19,34,6,3,3,9,4,5,54,17,37,90,40,50
"80세∼84세",소계,1500,568,932,56,26,30,128,54,74,203,78,125,406,148,258,178,60,118,47,20,27,35,10,25,141,47,94,306,125,181
"80세∼84세",80세,394,159,235,16,13,3,38,18,20,50,20,30,104,31,73,44,17,27,14,8,6,11,5,6,35,12,23,82,35,47
"80세∼84세",81세,313,125,188,6,1,5,36,17,19,28,14,14,93,36,57,43,16,27,13,5,8,7,2,5,23,10,13,64,24,40
"80세∼84세",82세,316,124,192,19,8,11,26,7,19,53,20,33,81,35,46,32,11,21,3,1,2,6,0,6,38,13,25,58,29,29
"80세∼84세",83세,271,94,177,9,2,7,18,6,12,41,17,24,67,26,41,35,11,24,7,2,5,6,2,4,28,7,21,60,21,39
"80세∼84세",84세,206,66,140,6,2,4,10,6,4,31,7,24,61,20,41,24,5,19,10,4,6,5,1,4,17,5,12,42,16,26
"85세∼89세",소계,669,209,460,30,12,18,63,24,39,91,24,67,167,60,107,78,22,56,20,6,14,10,1,9,75,22,53,135,38,97
"85세∼89세",85세,194,64,130,10,5,5,22,9,13,26,7,19,33,11,22,27,10,17,6,2,4,5,0,5,27,12,15,38,8,30
"85세∼89세",86세,152,45,107,3,1,2,12,4,8,27,6,21,45,16,29,13,3,10,3,1,2,1,1,0,19,4,15,29,9,20
"85세∼89세",87세,132,42,90,7,4,3,17,7,10,17,6,11,38,15,23,9,2,7,3,0,3,4,0,4,11,2,9,26,6,20
"85세∼89세",88세,101,29,72,6,0,6,5,2,3,14,4,10,23,7,16,16,5,11,4,1,3,0,0,0,14,2,12,19,8,11
"85세∼89세",89세,90,29,61,4,2,2,7,2,5,7,1,6,28,11,17,13,2,11,4,2,2,0,0,0,4,2,2,23,7,16
"90세∼94세",소계,260,68,192,14,2,12,25,6,19,54,11,43,56,17,39,31,4,27,12,5,7,6,4,2,23,8,15,39,11,28
"90세∼94세",90세,65,20,45,5,2,3,6,3,3,13,4,9,12,1,11,10,2,8,2,1,1,1,0,1,8,4,4,8,3,5
"90세∼94세",91세,65,21,44,2,0,2,5,1,4,13,4,9,18,8,10,3,0,3,3,2,1,2,1,1,5,2,3,14,3,11
"90세∼94세",92세,46,13,33,1,0,1,6,1,5,7,1,6,9,3,6,8,1,7,1,1,0,0,0,0,7,2,5,7,4,3
"90세∼94세",93세,53,8,45,5,0,5,7,1,6,14,1,13,11,3,8,4,0,4,5,1,4,2,2,0,2,0,2,3,0,3
"90세∼94세",94세,31,6,25,1,0,1,1,0,1,7,1,6,6,2,4,6,1,5,1,0,1,1,1,0,1,0,1,7,1,6
"95세∼99세",소계,63,12,51,4,0,4,7,2,5,14,2,12,14,2,12,6,1,5,2,1,1,1,0,1,6,1,5,9,3,6
"95세∼99세",95세,20,2,18,1,0,1,1,0,1,6,0,6,3,1,2,3,0,3,1,0,1,0,0,0,3,0,3,2,1,1
"95세∼99세",96세,13,1,12,1,0,1,3,1,2,3,0,3,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,2,0,2
"95세∼99세",97세,8,4,4,0,0,0,0,0,0,1,1,0,4,1,3,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1
"95세∼99세",98세,16,3,13,0,0,0,2,0,2,3,1,2,5,0,5,1,0,1,1,1,0,0,0,0,1,0,1,3,1,2
"95세∼99세",99세,6,2,4,2,0,2,1,1,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"100세 이상",소계,7,0,7,0,0,0,0,0,0,1,0,1,2,0,2,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0
"0~14세",소계,1950,1005,945,53,25,28,111,54,57,318,163,155,545,280,265,188,103,85,38,22,16,22,13,9,260,140,120,415,205,210
"15~64세",소계,27368,13985,13383,2421,1159,1262,1655,892,763,4313,2118,2195,7152,3621,3531,2929,1467,1462,606,322,284,574,358,216,3284,1756,1528,4434,2292,2142
"65세 이상",소계,11206,4765,6441,463,221,242,909,415,494,1621,645,976,2824,1183,1641,1394,574,820,330,152,178,319,158,161,1149,507,642,2197,910,1287
