"65세∼69세",소계,13842,6150,7692,1069,470,599,922,416,506,1451,617,834,2475,1083,1392,921,428,493,1728,771,957,1271,553,718,783,378,405,998,432,566,2224,1002,1222
"65세∼69세",65세,3037,1342,1695,252,105,147,208,102,106,322,139,183,493,200,293,196,80,116,358,175,183,292,129,163,178,88,90,205,90,115,533,234,299
"65세∼69세",66세,2865,1264,1601,241,104,137,197,79,118,277,120,157,539,236,303,198,100,98,346,155,191,264,116,148,153,69,84,187,80,107,463,205,258
"65세∼69세",67세,3088,1316,1772,222,107,115,206,91,115,322,125,197,537,229,308,206,103,103,412,171,241,273,111,162,158,71,87,235,100,135,517,208,309
"65세∼69세",68세,2505,1178,1327,176,86,90,162,76,86,276,118,158,465,205,260,172,78,94,335,153,182,213,103,110,149,76,73,193,89,104,364,194,170
"65세∼69세",69세,2347,1050,1297,178,68,110,149,68,81,254,115,139,441,213,228,149,67,82,277,117,160,229,94,135,145,74,71,178,73,105,347,161,186
"70세∼74세",소계,10474,4606,5868,782,328,454,665,289,376,1160,529,631,1884,873,1011,681,274,407,1382,600,782,993,436,557,608,248,360,742,310,432,1577,719,858
"70세∼74세",70세,2520,1143,1377,178,85,93,160,78,82,272,129,143,467,218,249,161,70,91,336,142,194,219,98,121,142,64,78,182,73,109,403,186,217
"70세∼74세",71세,1948,835,1113,144,50,94,107,45,62,223,99,124,354,151,203,126,54,72,265,118,147,186,82,104,103,39,64,135,51,84,305,146,159
"70세∼74세",72세,1942,831,1111,140,58,82,146,60,86,219,96,123,348,170,178,128,47,81,240,100,140,191,76,115,108,46,62,127,54,73,295,124,171
"70세∼74세",73세,2028,892,1136,171,75,96,125,48,77,210,96,114,350,162,188,150,64,86,259,115,144,196,94,102,116,42,74,159,65,94,292,131,161
"70세∼74세",74세,2036,905,1131,149,60,89,127,58,69,236,109,127,365,172,193,116,39,77,282,125,157,201,86,115,139,57,82,139,67,72,282,132,150
"75세∼79세",소계,7511,3378,4133,625,259,366,465,228,237,863,391,472,1330,624,706,521,235,286,959,448,511,779,308,471,430,189,241,543,241,302,996,455,541
"75세∼79세",75세,2042,878,1164,165,61,104,131,54,77,243,110,133,360,161,199,135,54,81,254,118,136,197,74,123,121,51,70,147,65,82,289,130,159
"75세∼79세",76세,1560,739,821,147,62,85,90,47,43,160,75,85,296,162,134,116,45,71,203,93,110,157,61,96,95,44,51,99,49,50,197,101,96
"75세∼79세",77세,1220,541,679,98,39,59,75,35,40,151,75,76,192,81,111,82,38,44,170,76,94,129,54,75,65,35,30,92,36,56,166,72,94
"75세∼79세",78세,1405,648,757,111,50,61,79,42,37,158,60,98,250,121,129,106,56,50,160,76,84,159,69,90,76,37,39,110,50,60,196,87,109
"75세∼79세",79세,1284,572,712,104,47,57,90,50,40,151,71,80,232,99,133,82,42,40,172,85,87,137,50,87,73,22,51,95,41,54,148,65,83
"80세∼84세",소계,5411,2246,3165,474,200,274,313,143,170,685,283,402,930,393,537,312,146,166,679,278,401,568,229,339,290,113,177,468,179,289,692,282,410
"80세∼84세",80세,1450,604,846,115,48,67,88,45,43,176,69,107,237,94,143,90,45,45,195,82,113,154,58,96,85,32,53,110,44,66,200,87,113
"80세∼84세",81세,1196,502,694,101,43,58,71,28,43,149,66,83,204,95,109,72,31,41,138,57,81,115,43,72,73,27,46,103,37,66,170,75,95
"80세∼84세",82세,1013,438,575,97,45,52,59,22,37,129,51,78,168,74,94,50,28,22,132,54,78,116,54,62,49,20,29,92,41,51,121,49,72
"80세∼84세",83세,981,408,573,80,34,46,62,31,31,139,59,80,184,79,105,50,22,28,123,52,71,85,39,46,46,18,28,90,37,53,122,37,85
"80세∼84세",84세,771,294,477,81,30,51,33,17,16,92,38,54,137,51,86,50,20,30,91,33,58,98,35,63,37,16,21,73,20,53,79,34,45
"85세∼89세",소계,2459,834,1625,217,65,152,152,56,96,279,98,181,504,166,338,132,51,81,294,92,202,242,85,157,144,49,95,200,66,134,295,106,189
"85세∼89세",85세,688,247,441,70,18,52,33,17,16,78,32,46,132,45,87,36,15,21,91,25,66,75,30,45,41,13,28,56,22,34,76,30,46
"85세∼89세",86세,568,220,348,42,13,29,33,13,20,60,29,31,109,42,67,38,16,22,69,27,42,47,15,32,40,15,25,51,15,36,79,35,44
"85세∼89세",87세,484,161,323,41,14,27,32,10,22,71,24,47,93,27,66,28,12,16,55,17,38,43,19,24,24,9,15,38,10,28,59,19,40
"85세∼89세",88세,389,110,279,35,13,22,32,6,26,37,8,29,80,22,58,16,4,12,47,14,33,44,14,30,23,5,18,31,11,20,44,13,31
"85세∼89세",89세,330,96,234,29,7,22,22,10,12,33,5,28,90,30,60,14,4,10,32,9,23,33,7,26,16,7,9,24,8,16,37,9,28
"90세∼94세",소계,811,219,592,82,28,54,62,10,52,90,17,73,158,56,102,48,8,40,103,34,69,73,23,50,30,6,24,52,15,37,113,22,91
"90세∼94세",90세,247,60,187,21,7,14,17,5,12,27,7,20,46,13,33,18,4,14,29,7,22,21,7,14,11,2,9,18,3,15,39,5,34
"90세∼94세",91세,222,69,153,24,10,14,23,3,20,19,1,18,43,19,24,12,2,10,30,11,19,23,9,14,6,2,4,12,5,7,30,7,23
"90세∼94세",92세,126,30,96,10,2,8,10,1,9,18,1,17,27,10,17,6,1,5,18,7,11,10,3,7,4,0,4,5,2,3,18,3,15
"90세∼94세",93세,122,41,81,17,5,12,4,1,3,18,8,10,22,8,14,7,1,6,15,6,9,10,3,7,5,2,3,9,4,5,15,3,12
"90세∼94세",94세,94,19,75,10,4,6,8,0,8,8,0,8,20,6,14,5,0,5,11,3,8,9,1,8,4,0,4,8,1,7,11,4,7
"95세∼99세",소계,161,27,134,23,6,17,17,2,15,13,0,13,32,8,24,5,0,5,23,3,20,10,2,8,11,2,9,9,1,8,18,3,15
"95세∼99세",95세,68,12,56,13,2,11,6,1,5,5,0,5,9,3,6,2,0,2,14,2,12,4,1,3,6,1,5,3,1,2,6,1,5
"95세∼99세",96세,40,10,30,5,2,3,5,0,5,2,0,2,12,4,8,2,0,2,4,1,3,1,0,1,4,1,3,0,0,0,5,2,3
"95세∼99세",97세,24,2,22,3,1,2,5,0,5,3,0,3,6,1,5,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,3,0,3
"95세∼99세",98세,19,0,19,1,0,1,0,0,0,1,0,1,4,0,4,1,0,1,2,0,2,4,0,4,0,0,0,4,0,4,2,0,2
"95세∼99세",99세,10,3,7,1,1,0,1,1,0,2,0,2,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,2,0,2
"100세 이상",소계,28,9,19,3,2,1,3,0,3,1,0,1,2,0,2,1,1,0,5,1,4,9,3,6,2,1,1,1,0,1,1,1,0
"0~14세",소계,15060,7729,7331,1609,768,841,1310,668,642,829,438,391,2473,1287,1186,916,479,437,1698,921,777,1597,802,795,407,211,196,1287,646,641,2934,1509,1425
"15~64세",소계,119049,56946,62103,10680,5037,5643,7822,3639,4183,8916,4456,4460,17246,8357,8889,6826,3444,3382,18853,8765,10088,13247,6270,6977,6876,3282,3594,9284,4251,5033,19299,9445,9854
"65세 이상",소계,40697,17469,23228,3275,1358,1917,2599,1144,1455,4542,1935,2607,7315,3203,4112,2621,1143,1478,5173,2227,2946,3945,1639,2306,2298,986,1312,3013,1244,1769,5916,2590,3326
