"25세∼29세",29세,1870,991,879,636,340,296,103,68,35,760,389,371,301,150,151,70,44,26
"30세∼34세",소계,10128,5092,5036,2799,1548,1251,525,311,214,4602,2188,2414,1919,884,1035,283,161,122
"30세∼34세",30세,1983,1025,958,647,367,280,106,68,38,833,403,430,343,153,190,54,34,20
"30세∼34세",31세,1970,1039,931,592,347,245,118,66,52,829,419,410,371,176,195,60,31,29
"30세∼34세",32세,1918,977,941,514,277,237,95,58,37,885,435,450,364,172,192,60,35,25
"30세∼34세",33세,2140,1048,1092,540,287,253,119,69,50,1012,452,560,415,205,210,54,35,19
"30세∼34세",34세,2117,1003,1114,506,270,236,87,50,37,1043,479,564,426,178,248,55,26,29
"35세∼39세",소계,13866,6870,6996,2836,1444,1392,528,315,213,7601,3625,3976,2552,1315,1237,349,171,178
"35세∼39세",35세,2234,1103,1131,479,234,245,119,71,48,1133,554,579,434,216,218,69,28,41
"35세∼39세",36세,2424,1210,1214,508,278,230,93,55,38,1313,625,688,458,223,235,52,29,23
"35세∼39세",37세,2643,1300,1343,580,283,297,96,56,40,1419,683,736,483,246,237,65,32,33
"35세∼39세",38세,3109,1525,1584,620,321,299,104,59,45,1752,817,935,553,286,267,80,42,38
"35세∼39세",39세,3456,1732,1724,649,328,321,116,74,42,1984,946,1038,624,344,280,83,40,43
"40세∼44세",소계,17702,8923,8779,3768,1903,1865,477,306,171,10571,5248,5323,2447,1231,1216,439,235,204
"40세∼44세",40세,3768,1889,1879,746,389,357,105,65,40,2226,1077,1149,598,314,284,93,44,49
"40세∼44세",41세,3877,1901,1976,795,384,411,84,53,31,2343,1130,1213,554,274,280,101,60,41
"40세∼44세",42세,3674,1907,1767,804,421,383,112,74,38,2161,1099,1062,502,262,240,95,51,44
"40세∼44세",43세,3128,1589,1539,688,375,313,93,67,26,1864,923,941,420,194,226,63,30,33
"40세∼44세",44세,3255,1637,1618,735,334,401,83,47,36,1977,1019,958,373,187,186,87,50,37
"45세∼49세",소계,15402,7923,7479,4189,2057,2132,476,263,213,8405,4373,4032,1789,923,866,543,307,236
"45세∼49세",45세,2990,1544,1446,706,346,360,83,46,37,1755,906,849,347,184,163,99,62,37
"45세∼49세",46세,3057,1558,1499,767,387,380,87,51,36,1769,882,887,347,188,159,87,50,37
"45세∼49세",47세,3207,1644,1563,864,424,440,93,52,41,1775,916,859,358,183,175,117,69,48
"45세∼49세",48세,3063,1568,1495,912,452,460,91,46,45,1595,828,767,343,172,171,122,70,52
"45세∼49세",49세,3085,1609,1476,940,448,492,122,68,54,1511,841,670,394,196,198,118,56,62
"50세∼54세",소계,13683,7082,6601,4928,2434,2494,719,411,308,5439,2915,2524,1966,982,984,631,340,291
"50세∼54세",50세,3073,1638,1435,1015,512,503,132,78,54,1399,768,631,414,209,205,113,71,42
"50세∼54세",51세,2841,1502,1339,1014,500,514,132,81,51,1177,660,517,404,204,200,114,57,57
"50세∼54세",52세,2706,1412,1294,998,498,500,142,88,54,1053,553,500,392,203,189,121,70,51
"50세∼54세",53세,2608,1303,1305,957,463,494,162,84,78,950,482,468,380,196,184,159,78,81
"50세∼54세",54세,2455,1227,1228,944,461,483,151,80,71,860,452,408,376,170,206,124,64,60
"55세∼59세",소계,11352,5749,5603,4512,2259,2253,787,449,338,3499,1777,1722,1841,910,931,713,354,359
"55세∼59세",55세,2300,1236,1064,885,482,403,158,88,70,758,422,336,349,172,177,150,72,78
"55세∼59세",56세,2237,1093,1144,870,418,452,160,91,69,711,347,364,371,173,198,125,64,61
"55세∼59세",57세,2237,1149,1088,941,485,456,180,111,69,640,317,323,348,171,177,128,65,63
"55세∼59세",58세,2156,1072,1084,820,399,421,142,78,64,665,327,338,384,191,193,145,77,68
"55세∼59세",59세,2422,1199,1223,996,475,521,147,81,66,725,364,361,389,203,186,165,76,89
"60세∼64세",소계,12345,5757,6588,4775,2253,2522,937,493,444,3765,1635,2130,1916,929,987,952,447,505
"60세∼64세",60세,2444,1154,1290,954,456,498,172,88,84,744,330,414,386,180,206,188,100,88
"60세∼64세",61세,2609,1258,1351,998,476,522,198,107,91,788,359,429,433,227,206,192,89,103
"60세∼64세",62세,2518,1169,1349,1021,494,527,178,96,82,752,324,428,383,176,207,184,79,105
"60세∼64세",63세,2341,1080,1261,857,419,438,190,99,91,762,316,446,335,154,181,197,92,105
"60세∼64세",64세,2433,1096,1337,945,408,537,199,103,96,719,306,413,379,192,187,191,87,104
"65세∼69세",소계,10142,4652,5490,3796,1742,2054,772,388,384,3343,1416,1927,1366,679,687,865,427,438
"65세∼69세",65세,2150,968,1182,830,374,456,156,89,67,680,277,403,309,142,167,175,86,89
"65세∼69세",66세,2331,1089,1242,851,394,457,175,82,93,772,325,447,334,186,148,199,102,97
"65세∼69세",67세,1984,957,1027,724,351,373,159,78,81,677,311,366,263,132,131,161,85,76
"65세∼69세",68세,1785,772,1013,683,305,378,133,65,68,574,222,352,236,108,128,159,72,87
"65세∼69세",69세,1892,866,1026,708,318,390,149,74,75,640,281,359,224,111,113,171,82,89
"70세∼74세",소계,7491,3523,3968,2871,1264,1607,523,274,249,2448,1173,1275,974,461,513,675,351,324
"70세∼74세",70세,1547,749,798,579,281,298,84,43,41,534,258,276,210,98,112,140,69,71
"70세∼74세",71세,1488,692,796,549,234,315,105,58,47,508,242,266,186,85,101,140,73,67
"70세∼74세",72세,1482,691,791,538,243,295,117,56,61,486,226,260,188,85,103,153,81,72
"70세∼74세",73세,1505,705,800,616,252,364,114,60,54,453,226,227,203,108,95,119,59,60
"70세∼74세",74세,1469,686,783,589,254,335,103,57,46,467,221,246,187,85,102,123,69,54
"75세∼79세",소계,5370,2359,3011,2235,910,1325,419,202,217,1627,729,898,643,298,345,446,220,226
"75세∼79세",75세,1171,520,651,474,199,275,86,46,40,379,158,221,147,72,75,85,45,40
"75세∼79세",76세,973,432,541,384,158,226,72,37,35,320,137,183,101,48,53,96,52,44
"75세∼79세",77세,1090,497,593,465,191,274,85,37,48,331,158,173,128,67,61,81,44,37
"75세∼79세",78세,1009,451,558,410,166,244,92,42,50,287,135,152,126,58,68,94,50,44
"75세∼79세",79세,1127,459,668,502,196,306,84,40,44,310,141,169,141,53,88,90,29,61
"80세∼84세",소계,3673,1367,2306,1600,578,1022,341,114,227,978,388,590,409,148,261,345,139,206
"80세∼84세",80세,844,345,499,374,143,231,69,33,36,239,102,137,92,35,57,70,32,38
"80세∼84세",81세,804,317,487,335,128,207,75,22,53,220,103,117,93,32,61,81,32,49
"80세∼84세",82세,811,287,524,358,127,231,70,22,48,212,80,132,87,29,58,84,29,55
"80세∼84세",83세,660,228,432,286,99,187,72,18,54,166,55,111,73,29,44,63,27,36
"80세∼84세",84세,554,190,364,247,81,166,55,19,36,141,48,93,64,23,41,47,19,28
"85세∼89세",소계,1863,554,1309,781,245,536,194,49,145,476,155,321,259,65,194,153,40,113
"85세∼89세",85세,505,172,333,215,75,140,52,14,38,136,48,88,60,22,38,42,13,29
"85세∼89세",86세,438,134,304,202,65,137,42,11,31,95,32,63,57,15,42,42,11,31
"85세∼89세",87세,371,102,269,152,39,113,42,11,31,101,38,63,53,11,42,23,3,20
"85세∼89세",88세,290,81,209,118,32,86,28,9,19,69,20,49,48,10,38,27,10,17
"85세∼89세",89세,259,65,194,94,34,60,30,4,26,75,17,58,41,7,34,19,3,16
"90세∼94세",소계,624,150,474,254,62,192,71,18,53,161,34,127,80,19,61,58,17,41
"90세∼94세",90세,206,64,142,89,31,58,24,5,19,55,15,40,18,4,14,20,9,11
"90세∼94세",91세,155,32,123,55,10,45,23,7,16,40,8,32,23,4,19,14,3,11
"90세∼94세",92세,100,23,77,46,10,36,8,1,7,21,4,17,14,5,9,11,3,8
"90세∼94세",93세,95,22,73,33,9,24,10,5,5,22,3,19,20,3,17,10,2,8
"90세∼94세",94세,68,9,59,31,2,29,6,0,6,23,4,19,5,3,2,3,0,3
"95세∼99세",소계,163,19,144,68,7,61,24,3,21,42,4,38,22,4,18,7,1,6
"95세∼99세",95세,54,9,45,24,3,21,8,2,6,14,1,13,6,2,4,2,1,1
"95세∼99세",96세,47,4,43,21,2,19,5,1,4,14,1,13,7,0,7,0,0,0
"95세∼99세",97세,26,1,25,8,0,8,4,0,4,7,0,7,5,1,4,2,0,2
"95세∼99세",98세,18,2,16,8,1,7,4,0,4,4,1,3,0,0,0,2,0,2
"95세∼99세",99세,18,3,15,7,1,6,3,0,3,3,1,2,4,1,3,1,0,1
"100세 이상",소계,31,2,29,10,0,10,6,1,5,5,0,5,5,1,4,5,0,5
"0~14세",소계,28228,14435,13793,4990,2596,2394,591,302,289,17751,9122,8629,4312,2140,2172,584,275,309
"15~64세",소계,119540,60630,58910,36241,18357,17884,5667,3281,2386,55101,27480,27621,17747,8964,8783,4784,2548,2236
"65세 이상",소계,29357,12626,16731,11615,4808,6807,2350,1049,1301,9080,3899,5181,3758,1675,2083,2554,1195,1359
