순번,행정구역(구),행정구역(동),행정구역(리),지번,교차로,신호등존재유무,가로길이,세로길이,면적,경도,위도
1931,기장군,일광면,칠암리,Jun-65,칠암초등학교,유,4,8,35,129.2585425,35.29829337
1932,기장군,일광면,이천리,산36-20,삼덕노인정앞,유,22,15,226,129.2297302,35.27013465
1933,기장군,일광면,삼성리,37-19,일광면사무소입구,유,6,16,101,129.2328429,35.26379130
1934,기장군,일광면,삼성리,672-37,일광면사무소입구,유,6,16,102,129.2330819,35.26456488
1935,기장군,일광면,삼성리,33-26,일광면사무소입구,유,6,17,108,129.2333480,35.26541363
1936,기장군,일광면,원리,134-5,좌천원당마을 입구,유,11,20,128,129.2404887,35.30579489
1937,기장군,일광면,좌천리,171-14,일광보덕사입구,유,15,22,205,129.2403985,35.30905153
1938,기장군,일광면,청광리,171-9,일광정관부락입구(청광리입구),유,20,14,206,129.2368518,35.29531149
1939,기장군,일광면,화전리,643-12,일광I.C,유,11,19,123,129.2313546,35.27477436
1940,기장군,일광면,화전리,643-12,일광I.C,유,20,30,340,129.2316642,35.27478943
1941,기장군,일광면,화전리,643-12,일광I.C,유,21,30,343,129.2315766,35.27456240
1942,기장군,일광면,화전리,105-1,일광초교,유,19,14,200,129.2327229,35.27971371
1943,기장군,일광면,횡계리,281-7,삼덕마을입구(횡계마을직결),유,6,15,96,129.2303471,35.27426641
1944,기장군,일광면,이천리,908-24,일광역전삼거리,유,6,15,97,129.2336954,35.26665868
1945,기장군,일광면,이천리,768-5,일광역전삼거리,유,7,17,106,129.2336069,35.26630811
1946,기장군,정관읍,용수리,1347,신동아아파트(정관면 28블럭),유,6,17,106,129.1768149,35.32668024
1947,기장군,정관읍,임곡리,542,정관임곡새마을금고,유,7,16,100,129.1366405,35.35302021
1948,기장군,정관읍,월평리,321-9,정관월평사거리,유,4,11,37,129.1404238,35.35798761
1949,기장군,정관읍,월평리,140-48,정관월평사거리,유,8,25,200,129.1403265,35.35782682
1950,기장군,정관읍,월평리,140-48,정관월평사거리,유,10,36,257,129.1405990,35.35762309
1951,기장군,정관읍,월평리,321-9,정관월평사거리,유,9,23,186,129.1409832,35.35774267
1952,기장군,정관읍,월평리,321-9,정관월평사거리,유,8,38,306,129.1408266,35.35796302
1953,기장군,정관읍,두명리,372-3,두명교차로,유,7,32,206,129.1483804,35.35525464
1954,기장군,정관읍,두명리,372-3,두명교차로,유,4,20,62,129.1483349,35.35507342
1955,기장군,정관읍,두명리,450-3,두명교차로,유,4,7,29,129.1485908,35.35535775
1956,기장군,정관읍,두명리,93,(덕산마을)정관백운공원삼거리,유,7,26,158,129.1583721,35.35052639
1957,기장군,정관읍,예림리,1035-33,(정관)Q지점,유,6,20,125,129.2148156,35.32218906
1958,기장군,정관읍,달산리,1026-12,(정관)P지점,유,8,18,109,129.1845287,35.31697457
1959,기장군,정관읍,달산리,1026-12,(정관)P지점,유,16,22,213,129.1843911,35.31680641
1960,기장군,정관읍,달산리,1037-1,(정관)P지점,유,7,19,103,129.1845745,35.31667811
1961,기장군,정관읍,달산리,1026-11,(정관)P지점,유,10,27,192,129.1847073,35.31685561
1962,기장군,정관읍,달산리,1096,(정관)O지점,유,6,17,88,129.1921734,35.31811945
1963,기장군,정관읍,달산리,1096,(정관)O지점,유,9,29,208,129.1920663,35.31795162
1964,기장군,정관읍,달산리,1096,(정관)O지점,유,8,21,109,129.1922563,35.31781879
1965,기장군,정관읍,달산리,1096,(정관)O지점,유,9,22,172,129.1924064,35.31798904
1966,기장군,정관읍,예림리,1215,(정관)H지점,유,5,13,46,129.1975103,35.31890412
1967,기장군,정관읍,예림리,1215,(정관)H지점,유,7,24,152,129.1973566,35.31874277
1968,기장군,정관읍,예림리,1215,(정관)H지점,유,7,18,90,129.1975391,35.31861793
1969,기장군,정관읍,예림리,1110-2,(정관)H지점,유,7,20,128,129.1976983,35.31880015
1970,기장군,정관읍,예림리,1110-2,(정관)G지점,유,6,24,153,129.2006239,35.31954826
1971,기장군,정관읍,예림리,1128,(정관)G지점,유,6,19,112,129.2009092,35.31968398
1972,기장군,정관읍,예림리,1122,(정관)F지점,유,7,23,144,129.2081115,35.32077181
1973,기장군,정관읍,예림리,694,(정관)F지점,유,7,22,141,129.2084899,35.32077574
1974,기장군,정관읍,예림리,1035-22,(정관)L지점,유,8,20,164,129.2106380,35.32081399
1975,기장군,정관읍,달산리,1249,정관주공 APT606동,유,6,17,102,129.1870486,35.31967495
1976,기장군,정관읍,방곡리,404,정관신도시(#43),유,7,13,84,129.1906627,35.32332911
1977,기장군,정관읍,방곡리,404,정관신도시(#42),유,6,18,103,129.1891259,35.32462985
1978,기장군,정관읍,방곡리,404,정관신도시(#42),유,7,18,105,129.1888605,35.32462831
1979,기장군,정관읍,예림리,1028-2,정관신도시(#36),유,7,18,111,129.1965059,35.32320200
1980,기장군,정관읍,예림리,148-11,정관신도시(#35),유,8,16,137,129.1938267,35.32242790
1981,기장군,정관읍,예림리,404,정관신도시(#34),유,9,22,148,129.1911945,35.32149276
1982,기장군,정관읍,예림리,404,정관신도시(#34),유,9,28,205,129.1910187,35.32161879
1983,기장군,정관읍,예림리,404,정관신도시(#34),유,13,23,211,129.1912827,35.32168310
1984,기장군,정관읍,예림리,404,정관신도시(#34),유,11,19,159,129.1911154,35.32180355
1985,기장군,정관읍,예림리,산97-3,정관신도시(#34),유,9,16,136,129.1924299,35.32202072
1986,기장군,정관읍,달산리,1231,정관신도시(#33),유,7,25,125,129.1916537,35.32003673
1987,기장군,정관읍,달산리,1231,정관신도시(#33),유,8,21,87,129.1913704,35.32029764
1988,기장군,정관읍,달산리,1231,정관신도시(#33),유,6,20,115,129.1915225,35.32037097
1989,기장군,정관읍,달산리,1231,정관신도시(#33),유,6,13,73,129.1918032,35.32011724
1990,기장군,정관읍,달산리,1226,정관신도시(#32),유,9,30,204,129.1890564,35.32085596
1991,기장군,정관읍,달산리,1221-5,정관신도시(#32),유,7,17,76,129.1888390,35.32089621
1992,기장군,정관읍,달산리,1221-5,정관신도시(#32),유,9,27,198,129.1888673,35.32073852
1993,기장군,정관읍,달산리,1226,정관신도시(#32),유,7,13,66,129.1891089,35.32068662
1994,기장군,정관읍,방곡리,295,정관신도시(#29),유,6,15,90,129.1852620,35.32375882
1995,기장군,정관읍,방곡리,295,정관신도시(#29),유,8,24,118,129.1850143,35.32365917
1996,기장군,정관읍,달산리,259-13,정관신도시(#28),유,8,18,115,129.1847641,35.32244785
1997,기장군,정관읍,달산리,259-13,정관신도시(#28),유,9,16,92,129.1848632,35.32231771
1998,기장군,정관읍,달산리,259-6,정관신도시(#28),유,5,12,54,129.1845923,35.32239804
1999,기장군,정관읍,달산리,259-13,정관신도시(#28),유,7,20,107,129.1847238,35.32222375
2000,기장군,정관읍,달산리,799,정관신도시(#26),유,7,21,117,129.1840522,35.31961892
2001,기장군,정관읍,달산리,799,정관신도시(#26),유,7,28,150,129.1838741,35.31945232
2002,기장군,정관읍,달산리,799,정관신도시(#26),유,7,31,168,129.1842088,35.31944703
2003,기장군,정관읍,달산리,799,정관신도시(#26),유,7,21,120,129.1840582,35.31927468
2004,기장군,정관읍,매학리,780,정관신도시(#25),유,7,28,161,129.1811741,35.31972917
2005,기장군,정관읍,매학리,780,정관신도시(#25),유,7,20,97,129.1810959,35.31989866
2006,기장군,정관읍,매학리,780,정관신도시(#25),유,7,18,96,129.1809151,35.31957660
2007,기장군,정관읍,매학리,780,정관신도시(#25),유,9,30,219,129.1808768,35.31975989
2008,기장군,정관읍,매학리,717-4,정관신도시(#24),유,10,34,230,129.1786394,35.32047741
2009,기장군,정관읍,매학리,717-3,정관신도시(#24),유,12,30,264,129.1785116,35.32070826
2010,기장군,정관읍,매학리,717-3,정관신도시(#24),유,9,27,203,129.1781798,35.32063544
2011,기장군,정관읍,매학리,717-4,정관신도시(#24),유,9,35,261,129.1783402,35.32036463
2012,기장군,정관읍,달산리,986-3,정관신도시(#23),유,9,27,202,129.1776939,35.31916981
2013,기장군,정관읍,달산리,986-5,정관신도시(#23),유,8,18,113,129.1779922,35.31925130
2014,기장군,정관읍,달산리,986-4,정관신도시(#23),유,9,36,257,129.1778142,35.31943970
2015,기장군,정관읍,달산리,986-2,정관신도시(#23),유,9,19,123,129.1775293,35.31939481
2016,기장군,정관읍,달산리,1037-1,정관신도시(#22),유,8,25,168,129.1764734,35.31734399
2017,기장군,정관읍,달산리,1037-1,정관신도시(#22),유,7,20,135,129.1768824,35.31726010
2018,기장군,정관읍,달산리,1037-1,정관신도시(#22),유,6,25,152,129.1767605,35.31745194
2019,기장군,정관읍,매학리,731,정관신도시(#21),유,7,26,160,129.1747567,35.32188520
2020,기장군,정관읍,매학리,731,정관신도시(#21),유,9,21,150,129.1748299,35.32166038
2021,기장군,정관읍,매학리,731,정관신도시(#21),유,9,27,204,129.1751268,35.32175736
2022,기장군,정관읍,매학리,731,정관신도시(#21),유,7,21,117,129.1750432,35.32196940
2023,기장군,정관읍,매학리,166-9,정관신도시(#20),유,9,29,227,129.1724582,35.31942869
2024,기장군,정관읍,매학리,166-9,정관신도시(#20),유,9,31,221,129.1726493,35.31927197
2025,기장군,정관읍,용수리,1334,정관신도시(#19),유,6,17,102,129.1729044,35.32294196
2026,기장군,정관읍,용수리,1334,정관신도시(#19),유,6,17,100,129.1727642,35.32304817
2027,기장군,정관읍,매학리,397-14,정관신도시(#18),유,8,23,182,129.1692676,35.32201466
2028,기장군,정관읍,용수리,1328-7,정관신도시(#17),유,7,25,156,129.1703173,35.32594092
2029,기장군,정관읍,용수리,1350,정관신도시(#17),유,7,23,130,129.1700948,35.32597605
2030,기장군,정관읍,용수리,1328-7,정관신도시(#17),유,7,20,114,129.1704257,35.32610702
2031,기장군,정관읍,용수리,1329-1,정관신도시(#17),유,7,27,157,129.1702002,35.32614708
2032,기장군,정관읍,용수리,1389,정관신도시(#16),유,9,29,224,129.1670028,35.32474199
2033,기장군,정관읍,용수리,1389,정관신도시(#16),유,7,17,91,129.1672883,35.32471081
2034,기장군,정관읍,용수리,1389,정관신도시(#16),유,9,29,225,129.1671588,35.32450783
2035,기장군,정관읍,용수리,1380,정관신도시(#15),유,7,26,148,129.1680116,35.32949206
2036,기장군,정관읍,용수리,1380,정관신도시(#15),유,6,19,106,129.1678803,35.32928632
2037,기장군,정관읍,용수리,1380,정관신도시(#15),유,7,29,149,129.1681155,35.32925083
2038,기장군,정관읍,용수리,1380,정관신도시(#15),유,7,21,114,129.1682492,35.32945330
2039,기장군,정관읍,용수리,산120,정관신도시(#14),유,8,28,210,129.1647317,35.32802493
2040,기장군,정관읍,용수리,산120,정관신도시(#14),유,8,27,220,129.1649050,35.32776454
2041,기장군,정관읍,용수리,586,정관신도시(#13),유,9,23,195,129.1634135,35.33032613
2042,기장군,정관읍,모전리,792,정관신도시(#10),유,8,27,161,129.1657093,35.33397232
2043,기장군,정관읍,모전리,741-5,정관신도시(#10),유,7,25,129,129.1659406,35.33390644
2044,기장군,정관읍,모전리,792,정관신도시(#10),유,7,23,116,129.1655635,35.33379290
2045,기장군,정관읍,모전리,792,정관신도시(#10),유,7,31,164,129.1658132,35.33372291
2046,기장군,정관읍,모전리,788,정관신도시(#9),유,8,23,195,129.1616117,35.33412208
2047,기장군,정관읍,모전리,산88-7,정관신도시(#9),유,8,28,218,129.1622495,35.33282173
2048,기장군,정관읍,모전리,산88-7,정관신도시(#9),유,8,29,217,129.1623878,35.33251942
2049,기장군,정관읍,모전리,730,정관신도시(#8),유,7,23,130,129.1650643,35.33527599
2050,기장군,정관읍,모전리,730,정관신도시(#8),유,7,21,127,129.1651391,35.33509858
2051,기장군,정관읍,모전리,721,정관신도시(#6),유,6,19,104,129.1626400,35.33715970
2052,기장군,정관읍,모전리,721,정관신도시(#6),유,7,18,103,129.1629323,35.33713521
2053,기장군,정관읍,모전리,715,정관신도시(#5),유,8,29,225,129.1612928,35.33730739
2054,기장군,정관읍,모전리,715,정관신도시(#5),유,6,18,99,129.1615136,35.33716726
2055,기장군,정관읍,모전리,715,정관신도시(#5),유,9,28,229,129.1612804,35.33698836
2056,기장군,정관읍,모전리,711,정관신도시(#3),유,8,25,193,129.1611756,35.34000931
2057,기장군,정관읍,모전리,711,정관신도시(#2),유,9,30,231,129.1601408,35.34246949
2058,기장군,정관읍,모전리,711,정관신도시(#2),유,7,21,101,129.1603762,35.34239364
2059,기장군,정관읍,모전리,711,정관신도시(#2),유,9,29,225,129.1602440,35.34221880
2060,기장군,정관읍,모전리,711,정관신도시(#2),유,5,15,49,129.1600136,35.34228989
2061,기장군,정관읍,모전리,01월 25일,정관신도시(#1),유,8,25,189,129.1593261,35.34402772
2062,기장군,정관읍,용수리,1328-7,정관7지점,유,5,11,37,129.1718437,35.32688076
2063,기장군,정관읍,용수리,1346,정관7지점,유,6,17,106,129.1717888,35.32672218
2064,기장군,정관읍,용수리,1328-7,정관7지점,유,4,9,30,129.1719692,35.32667471
2065,기장군,정관읍,용수리,1328-7,정관7지점,유,7,17,106,129.1720144,35.32682639
2066,기장군,정관읍,매학리,731,정관신도시5지점,유,6,12,73,129.1761894,35.32366794
2067,기장군,정관읍,매학리,731,정관신도시5지점,유,6,9,57,129.1763562,35.32369456
2068,기장군,정관읍,매학리,731,정관신도시5지점,유,7,13,77,129.1762820,35.32381084
2069,기장군,정관읍,용수리,203-2,정관신도시4지점,유,10,24,188,129.1777733,35.32622793
2070,기장군,정관읍,용수리,1306,정관신도시4지점,유,6,17,97,129.1777942,35.32602537
2071,기장군,정관읍,용수리,1306,정관신도시4지점,유,8,22,145,129.1780173,35.32612237
2072,기장군,정관읍,용수리,1306,정관신도시4지점,유,6,18,110,129.1779707,35.32631969
2073,기장군,정관읍,용수리,1346,정관 3-1지점,유,8,18,147,129.1759126,35.32711152
2074,기장군,정관읍,용수리,635-7,정관 3지점,유,7,15,101,129.1742268,35.32780508
2075,기장군,정관읍,용수리,635-7,정관 3지점,유,9,18,145,129.1744930,35.32778914
2076,기장군,정관읍,매학리,731,정관신도시2지점,유,8,33,244,129.1793710,35.32220224
2077,기장군,정관읍,매학리,731,정관신도시2지점,유,7,13,73,129.1792180,35.32238457
2078,기장군,정관읍,매학리,731,정관신도시2지점,유,9,32,209,129.1794540,35.32238895
2079,기장군,정관읍,매학리,731,정관신도시2지점,유,7,10,57,129.1796832,35.32222224
2080,기장군,정관읍,방곡리,141,정관신도시1지점,유,8,18,140,129.1805872,35.32495760
2081,기장군,정관읍,매학리,141,정관신도시1지점,유,9,28,212,129.1807402,35.32467068
2082,기장군,정관읍,매학리,141,정관신도시1지점,유,7,23,132,129.1809611,35.32473276
2083,기장군,정관읍,방곡리,141,정관신도시1지점,유,8,28,194,129.1808644,35.32498192
2084,기장군,정관읍,예림리,606-6,정관 LG정유LPG충전소 옆,유,6,13,82,129.2088474,35.32428540
2085,기장군,정관읍,예림리,329-4,정관 LG정유LPG충전소,유,6,15,90,129.2101663,35.32440172
2086,기장군,정관읍,예림리,323-15,정관소방 P.B,유,8,13,112,129.2126659,35.32449657
2087,기장군,정관읍,달산리,1051-1,예림리 대송테크주변,유,9,26,203,129.1798775,35.31663771
2088,기장군,정관읍,달산리,1051-1,예림리 대송테크주변,유,8,17,89,129.1800140,35.31646643
2089,기장군,정관읍,달산리,1051-1,예림리 대송테크주변,유,9,22,180,129.1802332,35.31660587
2090,기장군,정관읍,달산리,1037-1,예림리 대송테크주변,유,10,13,95,129.1800680,35.31678445
2091,기장군,정관읍,달산리,799,정관신도시(A-19BL),유,6,14,86,129.1841431,35.31868499
2092,기장군,정관읍,용수리,1077,협성르네상스아파트 주차장,유,6,17,103,129.1751894,35.32745407
2093,기장군,정관읍,용수리,635-7,협성르네상스아파트 입구,유,6,13,87,129.1733545,35.32742094
2094,기장군,장안읍,좌천리,436-9,부일주유소,유,8,32,265,129.2355226,35.32158318
2095,기장군,정관읍,달산리,1215,정관동원로얄듀크 101동,유,6,17,103,129.1919362,35.31889580
2096,기장군,기장읍,청강리,416-2,시내버스 공영차고지,유,14,27,225,129.2135841,35.22428062
2097,기장군,일광면,좌천리,122,(기장 좌천초교입구)좌천우체국 주변,유,5,15,57,129.2410541,35.31017175
2098,기장군,철마면,안평리,680,고촌택지 B지점,유,8,35,275,129.1686596,35.23618267
2099,기장군,일광면,삼성리,510-14,기장경찰서,유,21,14,181,129.2241994,35.25623284
2100,기장군,기장읍,연화리,412,연화리입구(동부산관광로),유,8,17,135,129.2221425,35.21138096
2101,기장군,기장읍,연화리,412,연화리입구(동부산관광로),유,6,15,89,129.2219489,35.21147113
2102,기장군,철마면,안평리,110-5,신진초교(고촌택지A지점),유,8,32,248,129.1728354,35.23786950
2103,해운대구,반송동,안평리,01월 10일,철마실로암묘지입구,유,8,25,203,129.1617525,35.23618060
2104,기장군,철마면,안평리,415-6,안평삼거리,유,6,21,126,129.1798062,35.24630343
2105,기장군,기장읍,대라리,417-3,기장시장,유,6,14,81,129.2135378,35.24299595
2106,기장군,기장읍,대라리,775-10,기장시장,유,6,20,117,129.2135576,35.24330818
2107,기장군,철마면,만화리,산2-1,만화리 영락동산,유,6,20,123,129.1894200,35.25054024
2108,기장군,기장읍,교리,365,기장교리초교,유,6,12,74,129.2156726,35.25409038
2109,기장군,기장읍,교리,365,기장교리초교,유,8,13,110,129.2160199,35.25416612
2110,기장군,기장읍,대라리,287,기장유성테크노산업,유,7,14,93,129.2133139,35.23805360
2111,기장군,기장읍,청강리,328-6,대변덕주빌라입구,유,6,18,118,129.2186222,35.23469887
2112,기장군,기장읍,청강리,328-6,대변덕주빌라입구,유,6,18,112,129.2188661,35.23433988
2113,기장군,기장읍,대라리,1060,기장농협앞,유,4,15,61,129.2134860,35.24112178
2114,기장군,기장읍,대라리,419-14,기장농협앞,유,6,15,90,129.2134928,35.24140983
2115,기장군,기장읍,동부리,382-1,기장신한은행,유,6,14,88,129.2138320,35.24807904
2116,기장군,기장읍,대라리,775-10,기장제일은행,유,7,19,108,129.2136863,35.24506332
2117,기장군,기장읍,시랑리,산9-1,해광사입구,유,6,16,92,129.2242068,35.20527758
2118,기장군,기장읍,시랑리,100-6,시골밥상,유,6,17,96,129.2229010,35.19764770
2119,기장군,기장읍,시랑리,667-7,"용궁사진입도로(국립수산진흥원)",유,6,18,107,129.2202795,35.19414129
2120,기장군,기장읍,시랑리,372-1,이천쌀밥집(궁중기장미역),유,6,19,112,129.2157007,35.19144881
2121,기장군,기장읍,시랑리,677-2,공수마을입구,유,7,21,134,129.2102972,35.18386969
2122,기장군,기장읍,시랑리,527-12,동해곰장어앞,유,6,21,129,129.2113961,35.18640755
2123,기장군,기장읍,만화리,327,만화리이너티마을,유,9,18,144,129.1928022,35.25315885
2124,기장군,기장읍,만화리,333-14,만화리동서부락,유,6,22,132,129.1955277,35.25389799
2125,기장군,기장읍,만화리,산121-4,만화리입구,유,8,23,179,129.2039878,35.25317570
2126,기장군,기장읍,서부리,398,기장그랜드호텔,유,8,22,177,129.2091294,35.24973408
2127,기장군,기장읍,동부리,394-4,한신아파트,유,6,14,86,129.2138516,35.24913777
2128,기장군,기장읍,동부리,151-3,한신아파트,유,5,31,125,129.2137911,35.24876550
2129,기장군,기장읍,동부리,394-4,한신아파트,유,8,18,138,129.2140138,35.24904285
2130,기장군,기장읍,동부리,151-1,구기장군청,유,6,22,136,129.2156748,35.25061518
2131,기장군,기장읍,동부리,336-7,구기장군청,유,6,20,119,129.2159447,35.25074708
2132,기장군,기장읍,동부리,379-1,동부지하차도 주변,유,10,14,105,129.2169732,35.25098764
2133,기장군,기장읍,동부리,04월 13일,교리삼거리,유,9,24,207,129.2209936,35.25120308
2134,기장군,기장읍,동부리,산3-3,교리삼거리,유,8,24,156,129.2209135,35.25143562
2135,기장군,기장읍,동부리,산3-3,교리삼거리,유,7,9,57,129.2208634,35.25173260
2136,기장군,기장읍,신천리,482-4,기장군청,유,8,25,210,129.2209610,35.24506287
2137,기장군,기장읍,청강리,02월 13일,기장현대아파트,유,8,22,177,129.2206641,35.24339796
2138,기장군,기장읍,청강리,02월 13일,죽성사거리,유,6,25,147,129.2203877,35.24092440
2139,기장군,기장읍,청강리,02월 13일,죽성사거리,유,9,24,216,129.2204188,35.24189544
2140,기장군,기장읍,청강리,131-10,기장벽산아파트,유,8,23,186,129.2199868,35.23935736
2141,기장군,기장읍,청강리,250,은성밧데리,유,9,21,181,129.2189260,35.23768245
2142,기장군,기장읍,청강리,257-3,청강사거리,유,11,19,112,129.2177135,35.23606383
2143,기장군,기장읍,청강리,702-3,청강사거리,유,6,22,137,129.2177077,35.23574362
2144,기장군,기장읍,청강리,254-2,청강사거리,유,6,28,144,129.2179271,35.23578173
2145,기장군,기장읍,청강리,254-2,청강사거리,유,6,23,142,129.2179410,35.23612138
2146,기장군,기장읍,청강리,369-7,무곡마을,유,8,23,190,129.2151691,35.22751369
2147,기장군,기장읍,석산리,112-3,내리마을,유,10,27,238,129.2076212,35.20673726
2148,기장군,기장읍,석산리,772,내리주유소,유,8,29,230,129.2063282,35.20477654
2149,기장군,기장읍,내리,772,내리주유소,유,7,13,69,129.2061190,35.20460901
2150,기장군,기장읍,내리,772,내리주유소,유,9,29,251,129.2063410,35.20446720
2151,기장군,기장읍,석산리,772,내리주유소,유,8,17,83,129.2065484,35.20460081
2152,기장군,기장읍,내리,799,삼양사입구,유,9,27,221,129.2064955,35.20182437
2153,기장군,기장읍,내리,799,솔밭장터,유,21,13,210,129.2066206,35.20037896
2154,사상구,학장동,,245-21,학장초교,유,9,10,87,128.9847288,35.14603538
2155,사상구,학장동,,585-7,학장목화아파트,유,7,8,54,128.9792522,35.13886171
2156,사상구,학장동,,237-48,학장삼성아파트,유,6,15,83,128.9837080,35.14159733
2157,사상구,학장동,,728-11,세아제강 부산공장,유,6,15,98,128.9775948,35.14192481
2158,사상구,학장동,,171-1,구학초등학교,유,7,12,80,128.9936119,35.13733579
2159,사상구,감전동,,502-1,부산위생,유,4,12,49,128.9704363,35.14111786
2160,사상구,엄궁동,,689,고구려참숯갈비,유,9,13,97,128.9677400,35.12449304
2161,사상구,감전동,,156-22,사상구청,유,7,14,86,128.9902163,35.15212523
2162,사상구,감전동,,156-22,사상구청,유,3,11,30,128.9898889,35.15216613
2163,사상구,학장동,,06월 11일,엄궁아파트(성황리마트앞),유,6,13,93,128.9758107,35.13621700
2164,사상구,학장동,,752-17,엄궁아파트(성황리마트앞),유,6,14,82,128.9760303,35.13643420
2165,사상구,학장동,,06월 06일,엄궁아파트(성황리마트앞),유,4,17,70,128.9760236,35.13629591
2166,사상구,덕포동,,787-6,신라대입구,유,5,50,187,128.9886688,35.16948149
2167,사상구,학장동,,574-135,학장여중,유,6,16,97,128.9820752,35.14021263
2168,사상구,학장동,,610,학장삼성아파트,유,6,16,101,128.9829474,35.14057514
2169,사상구,괘법동,,577-10,감전배수장,유,5,13,59,128.9758744,35.15916901
2170,사상구,주례동,,154-1,동서대사거리(뉴동서정비),유,6,12,72,129.0112884,35.14944963
2171,사상구,학장동,,257-2,학감로타리,유,4,17,57,128.9857623,35.15031867
2172,사상구,학장동,,174,학감로타리,유,6,11,69,128.9856522,35.14986485
2173,사상구,학장동,,237-48,학장교,유,6,12,74,128.9838817,35.14246404
2174,사상구,감전동,,500-6,감전동 E마트,유,5,16,64,128.9701606,35.14243143
2175,사상구,감전동,,169-15,감전IC(남),유,6,15,92,128.9722624,35.15097589
2176,사상구,감전동,,174,감전IC(북),유,7,15,102,128.9731842,35.15370921
2177,사상구,괘법동,,577-10,감전배수장,유,4,8,30,128.9757803,35.15928552
2178,사상구,괘법동,,577-10,감전배수장,유,4,7,27,128.9757256,35.15907810
2179,사상구,삼락동,,516-67,국제상사후문(괘법한신아파트),유,9,6,45,128.9769903,35.16809073
2180,사상구,주례동,,219,주례반도아파트,유,6,12,76,129.0111758,35.15302008
2181,사상구,주례동,,1253,보훈병원,유,7,19,61,129.0055974,35.15256297
2182,사상구,감전동,,953-25,진성철강상사,유,8,17,147,128.9716803,35.14411027
2183,사상구,모라동,,449,모라우성APT,유,4,11,40,128.9906462,35.18724586
2184,사상구,감전동,,136-30,호성사,유,3,14,37,128.9929236,35.15425193
2185,사상구,감전동,,223-2,북부산세무서,유,10,26,123,128.9905141,35.15596483
2186,사상구,덕포동,,692-1,사상초교정문앞,유,7,9,57,128.9835391,35.16731376
2187,사상구,덕포동,,692-1,사상초교정문앞,유,7,22,127,128.9837587,35.16735306
2188,사상구,모라동,,259-6,평화가스삼거리,유,6,13,80,128.9893181,35.19178118
2189,사상구,주례동,,286,주감초등학교,유,6,6,36,129.0015639,35.15340510
2190,사상구,학장동,,237-37,,유,7,16,104,128.9820938,35.14189817
2191,사상구,덕포동,,429-7,사상초교,유,6,10,58,128.9822436,35.16768242
2192,사상구,덕포동,,692-1,,유,4,7,29,128.9821261,35.16710634
2193,사상구,엄궁동,,690,,유,6,22,141,128.9695562,35.12793188
2194,사상구,감전동,,95,괘법동산업교앞,유,5,9,37,128.9744403,35.15782120
2195,사상구,주례동,,201-2,주례여중,유,10,24,105,129.0059653,35.15053236
2196,사상구,감전동,,174,감전초교,유,7,10,58,128.9888302,35.15628931
2197,사상구,괘법동,,122-30,감전교회,유,6,15,97,128.9835862,35.15777739
2198,사상구,괘법동,,572-1,감전교회,유,6,13,77,128.9838602,35.15770687
2199,사상구,덕포동,,740-1,,유,8,18,147,128.9884318,35.17517007
2200,사상구,모라동,,Jan-69,모라제일교회,유,6,16,93,128.9863188,35.19291122
2201,사상구,모라동,,1349-13,,유,9,18,158,128.9914957,35.18975245
2202,사상구,괘법동,,124-34,철구공단입구,유,6,16,99,128.9797496,35.15846850
2203,사상구,모라동,,1337-7,,유,9,19,162,128.9920339,35.19117519
2204,사상구,감전동,,174,청도슈퍼,유,6,12,68,128.9831173,35.15470446
2205,사상구,감전동,,174,청도슈퍼,유,5,10,55,128.9828563,35.15475339
2206,사상구,감전동,,174,"""구"" 사상구청앞",유,6,11,63,128.9865934,35.15410740
2207,사상구,모라동,,1339-10,,유,9,19,165,128.9918682,35.19073905
2208,사상구,감전동,,140-4,"""구"" 사상구청앞",유,6,12,74,128.9868339,35.15406603
2209,사상구,감전동,,174,"""구"" 사상구청앞",유,6,13,75,128.9867397,35.15418973
2210,사상구,주례동,,152-11,동서대입구,유,5,22,117,129.0113328,35.15097503
2211,사상구,덕포동,,416-7,덕포초교,유,6,12,77,128.9849503,35.17372382
2212,사상구,덕포동,,388-8,,유,6,13,82,128.9843420,35.17524999
2213,사상구,덕포동,,370-16,,유,6,13,83,128.9854445,35.17975009
2214,사상구,주례동,,122,주례조양맨션,유,3,20,61,129.0060963,35.14899698
2215,사상구,모라동,,0-35,,유,6,13,85,128.9870280,35.18624838
2216,사상구,학장동,,276-2,학장송월타올,유,5,13,46,128.9885259,35.14685021
2217,사상구,학장동,,1190-6,구치소입구,유,4,12,39,128.9942888,35.14640523
2218,사상구,모라동,,712-15,,유,7,13,86,128.9864265,35.18378528
2219,사상구,엄궁동,,571-4,엄궁삼거리,유,7,8,50,128.9722353,35.13092405
2220,사상구,모라동,,1310-2,,유,8,15,126,128.9875883,35.18749557
2221,사상구,삼락동,,361-14,서부주유소,유,16,12,127,128.9764615,35.18307332
2222,사상구,주례동,,876-1,,유,9,22,189,128.9982451,35.15367246
2223,사상구,모라동,,1337-2,성금당(성일교회),유,5,7,24,128.9927631,35.19253874
2224,사상구,감전동,,174,,유,8,17,142,128.9903449,35.15333350
2225,사상구,모라동,,728-29,모라변전소,유,6,14,83,128.9860690,35.18115807
2226,사상구,모라동,,728-30,모라변전소,유,8,21,106,128.9856561,35.18125414
2227,사상구,엄궁동,,642-2,엄궁농협화훼단지,유,6,12,77,128.9651575,35.13211560
